book_name,book_author,book_narrator,book_price,book_imagelink
Data Mining Techniques,Dr. Amid Shafiq Nassar,Aidan McKernan,$6.95,https://m.media-amazon.com/images/I/51s-C1m0DXL._SL500_.jpg
Facebook Advertising,Calvin Becker,Joe Wosik,$14.95,https://m.media-amazon.com/images/I/51Tq+VM4eFL._SL500_.jpg
Social Media Marketing 2019,Dave Welch,K. Michael Prince,$6.95,https://m.media-amazon.com/images/I/51RjK86dsvL._SL500_.jpg
Python 3: Programmieren für Einsteiger: Der leichte Weg zum Python-Experten [Python 3: Programming for Beginners: The Easy Way to the Python Expert],Michael Bonacina,Daniel Meyer-Dinkgrafe,$19.95,https://m.media-amazon.com/images/I/51UVhCHdaxL._SL500_.jpg
Internet Marketing for Women: Proven & Effective Strategies to Grow Your Business & Make More Money with Social Media & Fabulous Marketing Tools,Julie Rausch,Michelle Murillo,$6.95,https://m.media-amazon.com/images/I/61KFUGjBGRL._SL500_.jpg
Mark Zuckerberg: The Face Behind Facebook,Daniel Alef,Baron Ron Herron,$3.49,https://m.media-amazon.com/images/I/51YBBaOFhFL._SL500_.jpg
Analogia,George Dyson,Donald Corren,$24.49,https://m.media-amazon.com/images/I/517OleqBE-L._SL500_.jpg
VBA Bible: Save Your Time with VBA: 5 Quality VBA Books in One Package!,Andrei Besedin,Kirby Kaye,$6.95,https://m.media-amazon.com/images/I/51TgoUOR++L._SL500_.jpg
Machine Learning: Two-Book Bundle,Robert Keane,Mike Davis,$6.95,https://m.media-amazon.com/images/I/613Z3W6OfYL._SL500_.jpg
PowerShell: 4 Books in 1,Daniel Jones,Pete Beretta,$19.95,https://m.media-amazon.com/images/I/51OLFtTiNDL._SL500_.jpg
JavaScript: 3 Books in 1,Mr. Daniel Jones,Pete Beretta,$6.95,https://m.media-amazon.com/images/I/619HYXB57ML._SL500_.jpg
SQL: 3 Books in 1,Daniel Jones,Pete Beretta,$14.95,https://m.media-amazon.com/images/I/615sgGoc-jL._SL500_.jpg
Social Media Marketing Secrets: 2 Books in 1,Steve Mavis,Cory Warner,$19.95,https://m.media-amazon.com/images/I/51Ti9YTkJjL._SL500_.jpg
Python Programming: 3 Books in 1,Daniel Jones,Pete Beretta,$14.95,https://m.media-amazon.com/images/I/61bBkPbgNLL._SL500_.jpg
"Windows 10: The Ultimate Beginners Manual, Book 3",Max Green,Machelle Williams,$3.95,https://m.media-amazon.com/images/I/51RxgVynPML._SL500_.jpg
Internet Scams: Money Adders Like PayPal and Bitcoin Scams Exposed,David Money,Glynn Amburgey,$3.95,https://m.media-amazon.com/images/I/51Dmexs3tWL._SL500_.jpg
Facebook Marketing Advertising 2020: Find How Optimizing Your Facebook Page and Advertising on Facebook to Create an Income for Your Business,Elizabeth Shiny,Sharon Plummer,$14.95,https://m.media-amazon.com/images/I/51wBs82XMeL._SL500_.jpg
Totally Wired,Andrew Smith,Adam Lofbomm,$20.99,https://m.media-amazon.com/images/I/51cIS0Os6OL._SL500_.jpg
Open Community,Lindy Dreyer,Maria Callier,$6.95,https://m.media-amazon.com/images/I/51xuvjuCs8L._SL500_.jpg
Python Programming in a Day & JavaScript Professional Programming Made Easy,Sam Key,Millian Quinteros,$3.95,https://m.media-amazon.com/images/I/61u-fBlDv4L._SL500_.jpg
Enterprise Artificial Intelligence Transformation,Rashed Haq,Perry Daniels,$17.49,https://m.media-amazon.com/images/I/51oBc3AGOBL._SL500_.jpg
Der Facebook-Effekt,David Kirkpatrick,Rainer Fritzsche,$26.81,https://m.media-amazon.com/images/I/417jdxNHYlL._SL500_.jpg
Broad Band,Claire L. Evans,Claire L. Evans,$28.00,https://m.media-amazon.com/images/I/51crMxQtN7L._SL500_.jpg
Facebook - Weltmacht am Abgrund,Steven Levy,Thomas Schmuckert,$34.52,https://m.media-amazon.com/images/I/41Ckb8A7sRL._SL500_.jpg
Dave Barry in Cyberspace,Dave Barry,Shadoe Stevens,$14.95,https://m.media-amazon.com/images/I/315KZfv-ZTL._SL500_.jpg
How We Got to Now,Steven Johnson,George Newbern,$21.31,https://m.media-amazon.com/images/I/51EYDfkWYVL._SL500_.jpg
The End of Big,Nicco Mele,Sean Runnette,$24.47,https://m.media-amazon.com/images/I/41B59ePDBoL._SL500_.jpg
Wild Ride,Adam Lashinsky,Adam Lashinsky,$21.31,https://m.media-amazon.com/images/I/51rPWGYX1hL._SL500_.jpg
90 Days: A CISO’s Journey to Impact,SentinelOne Publication,SentinelOne,$3.95,https://m.media-amazon.com/images/I/51wm-kAXvpL._SL500_.jpg
Einstein's War,Matthew Stanley,Matthew Stanley,$26.17,https://m.media-amazon.com/images/I/41ieTFAAQ7L._SL500_.jpg
On Us,Mark Scott,Mark Scott,$11.44,https://m.media-amazon.com/images/I/41QfdHuPHBL._SL500_.jpg
Hivemind,Sarah Rose Cavanagh,Tavia Gilbert,$21.81,https://m.media-amazon.com/images/I/61MWVkBwfwL._SL500_.jpg
Python for Data Analysis,Tony Hacking,George Johnson,$14.95,https://m.media-amazon.com/images/I/51nfbm+31CL._SL500_.jpg
Manuale di Facebook Marketing,Nunzio Capasso,Giuseppe Magazzù,$11.25,https://m.media-amazon.com/images/I/416pgJG+ZnL._SL500_.jpg
Social Media Marketing 2020,Lucas Taylor,Marcus Mulenga,$19.95,https://m.media-amazon.com/images/I/51IuG0Qa1xL._SL500_.jpg
Python Programming Professional Made Easy & Facebook Social Power,Sam Key,Millian Quinteros,$3.95,https://m.media-amazon.com/images/I/61nxjQXDevL._SL500_.jpg
Python Programming in a Day & CSS Programming Professional Made Easy,Sam Key,Millian Quinteros,$3.95,https://m.media-amazon.com/images/I/61-6U5sSoSL._SL500_.jpg
Facebook Social Power: The Most Powerful Represented Facebook Guide to Making Money on Anything on the Planet!,Sam Key,Millian Quinteros,$3.95,https://m.media-amazon.com/images/I/61BPstE2iDL._SL500_.jpg
Nerd Attack!,Christian Stöcker,Uve Teschner,$18.75,https://m.media-amazon.com/images/I/51HB44olBWL._SL500_.jpg
The Impact of Innovation: Entertainment,Tom Stuczynski,Paul Aulridge,$14.95,https://m.media-amazon.com/images/I/41RNsA9tzuL._SL500_.jpg
Online Marketing Books,Adam Richards,Steve Peck,$6.95,https://m.media-amazon.com/images/I/51g0J0HKo8L._SL500_.jpg
Likeable Social Media,Dave Kerpen,Christopher Prince,$20.99,https://m.media-amazon.com/images/I/518SYUufQZL._SL500_.jpg
Amazon Echo Show 5 Buch [Amazon Echo Show 5 Book],Alexander Lechoba,Leon Busch,$14.95,https://m.media-amazon.com/images/I/51lw12-RrzL._SL500_.jpg
Blogging: How to Sell Your Soul for a Million Dollar Blog,Efron Hirsch,Dave Wright,$6.95,https://m.media-amazon.com/images/I/61cOhFWGExL._SL500_.jpg
Blockchain: Everything You Need to Know About Blockchain,Corey Bowen,Andy Dickson,$3.95,https://m.media-amazon.com/images/I/51tvDi21xzL._SL500_.jpg
Facebook本質マーケティング,アポロ,アポロ,$16.55,https://m.media-amazon.com/images/I/51C8q2Fvm4L._SL500_.jpg
"Ethereum, Book 4",Leonard Eddison,William Bahl,$3.95,https://m.media-amazon.com/images/I/51I0xcwCIWL._SL500_.jpg
That Book on Big Data: A One-Hour Intro,Bobby Timberlake,Steve Rausch,$6.95,https://m.media-amazon.com/images/I/41B5UNZ0M1L._SL500_.jpg
Gemeinsam einsam,Carsten Görig,Andreas Herrler,$11.80,https://m.media-amazon.com/images/I/51oLVh0YTtL._SL500_.jpg
Bitcoin: Everything You Need to Know About Bitcoin,Corey Bowen,Andy Dickson,$3.95,https://m.media-amazon.com/images/I/519bw3Ufb3L._SL500_.jpg
Python Programming in a Day & Facebook Social Power,Sam Key,Millian Quinteros,$3.95,https://m.media-amazon.com/images/I/61LL2fSbQeL._SL500_.jpg
C Programming Professional Made Easy & Facebook's Social Power,Sam Key,Millian Quinteros,$3.95,https://m.media-amazon.com/images/I/61DOzv3cH4L._SL500_.jpg
Hacking,Max Green,Francie Wyck,$6.95,https://m.media-amazon.com/images/I/51bTEnFkvLL._SL500_.jpg
Programming #6:C Programming Success in a Day & Facebook Social Power,Sam Key,Millian Quinteros,$3.95,https://m.media-amazon.com/images/I/61WXC8AfKkL._SL500_.jpg
Social Media Marketing 2019,Carmelo Mazzini,Alessandro Bianchi,$7.85,https://m.media-amazon.com/images/I/51pL4naW60L._SL500_.jpg
What's Inside My Computer?,Christine Zuchora-Walske,Intuitive,$4.89,https://m.media-amazon.com/images/I/61M5UqHAM5L._SL500_.jpg
Facebook Advertising,Simon M. Lion,R.E. Harter,$14.95,https://m.media-amazon.com/images/I/41AclL3Ps5L._SL500_.jpg
Facebook: Mit Facebook Marketing für Anfänger und Fortgeschrittene zu mehr Erfolg [Facebook Marketing for Beginners and Advanced to Achieve More Success],Mike Kaulitz,Joshua Atkins,$3.95,https://m.media-amazon.com/images/I/61GTcq1iEaL._SL500_.jpg
My Personal Facebook Wall: 2011-2014,William Jiang,Tyler Cochran,$3.95,https://m.media-amazon.com/images/I/51v0Ao7habL._SL500_.jpg
